domain1_score,essay_set,words_count,sentence_count,avg_sentence_length,total_spelling_errors,total_sentence_errors
2,6,130,7,18,3,19
2,6,140,6,23,12,33
2,6,173,6,28,2,32
2,6,162,8,20,0,5
3,6,187,5,37,6,0
3,6,80,5,16,4,20
3,6,152,6,25,9,15
4,6,193,8,24,10,32
3,6,115,7,16,1,13
4,6,141,10,14,7,19
2,6,89,4,22,1,10
4,6,209,11,19,25,24
3,6,163,11,14,11,8
2,6,67,4,16,5,33
2,6,141,5,28,4,23
3,6,159,9,17,3,11
4,6,225,10,22,3,3
3,6,197,11,17,13,26
2,6,49,2,24,0,28
3,6,169,7,24,0,15
4,6,258,9,28,3,6
2,6,83,4,20,1,2
4,6,229,12,19,10,5
3,6,184,7,26,3,15
4,6,287,20,14,8,22
3,6,213,8,26,12,10
2,6,96,5,19,1,19
4,6,172,10,17,7,27
3,6,164,6,27,1,22
3,6,192,9,21,8,23
3,6,100,11,9,1,1
2,6,52,4,13,2,5
1,6,50,2,25,1,19
3,6,124,5,24,2,28
4,6,152,6,25,4,1
3,6,103,6,17,1,17
1,6,90,5,18,7,14
3,6,145,4,36,6,4
4,6,197,10,19,6,27
2,6,116,3,38,3,16
0,6,112,8,14,3,32
2,6,118,7,16,2,1
1,6,178,11,16,2,33
3,6,182,13,14,3,24
3,6,169,8,21,3,9
3,6,147,8,18,2,13
3,6,218,10,21,7,11
2,6,109,3,36,2,2
3,6,179,7,25,2,13
3,6,101,7,14,4,34
2,6,116,5,23,0,22
1,6,140,7,20,4,17
3,6,189,11,17,4,17
1,6,151,6,25,4,3
2,6,162,8,20,1,21
4,6,159,8,19,2,30
3,6,145,5,29,0,3
3,6,174,8,21,2,20
3,6,172,6,28,2,10
2,6,100,5,20,2,18
3,6,133,4,33,3,1
3,6,197,9,21,12,14
1,6,76,4,19,4,32
3,6,157,4,39,4,2
2,6,49,3,16,0,16
3,6,153,6,25,4,25
2,6,119,6,19,4,32
3,6,180,12,15,1,21
3,6,190,5,38,8,31
3,6,186,13,14,2,6
0,6,33,3,11,0,29
3,6,143,7,20,0,14
3,6,355,10,35,4,26
2,6,151,7,21,0,9
3,6,106,6,17,4,13
4,6,227,9,25,4,25
2,6,166,10,16,3,19
4,6,214,10,21,14,18
3,6,143,7,20,2,23
3,6,156,8,19,6,32
3,6,202,6,33,7,19
3,6,217,9,24,3,8
0,6,53,3,17,0,19
3,6,232,9,25,4,23
3,6,87,3,29,4,10
3,6,228,9,25,6,33
4,6,163,9,18,3,23
3,6,179,8,22,2,16
2,6,77,5,15,3,30
0,6,23,1,23,0,21
4,6,245,10,24,24,7
3,6,118,6,19,0,28
3,6,167,6,27,4,22
3,6,183,7,26,7,12
3,6,168,6,28,7,33
4,6,177,10,17,5,31
2,6,110,5,22,7,17
3,6,189,6,31,5,8
4,6,223,12,18,3,34
3,6,135,8,16,2,13
3,6,178,8,22,3,8
4,6,180,8,22,5,28
2,6,68,7,9,0,15
4,6,213,13,16,2,24
4,6,161,7,23,8,21
3,6,133,8,16,2,10
3,6,138,7,19,1,5
2,6,179,6,29,5,1
2,6,58,4,14,0,3
3,6,88,5,17,1,7
3,6,207,10,20,0,20
2,6,91,4,22,1,20
4,6,174,11,15,2,17
3,6,154,8,19,2,0
1,6,85,5,17,3,12
1,6,20,1,20,1,11
3,6,143,8,17,2,20
2,6,108,4,27,0,20
3,6,149,9,16,1,6
3,6,145,5,29,7,26
4,6,258,14,18,5,3
4,6,213,9,23,8,26
3,6,164,7,23,8,10
3,6,184,10,18,10,33
2,6,148,7,21,7,0
3,6,187,11,17,3,17
4,6,153,9,17,1,19
3,6,199,8,24,3,2
3,6,154,8,19,8,30
4,6,241,11,21,4,12
4,6,224,9,24,4,15
3,6,162,2,81,4,4
2,6,133,8,16,0,24
3,6,130,10,13,4,8
2,6,136,7,19,2,3
2,6,84,4,21,0,15
2,6,69,2,34,0,14
1,6,85,3,28,1,25
3,6,105,4,26,0,29
1,6,50,1,50,1,0
2,6,98,5,19,2,33
1,6,62,2,31,0,22
2,6,80,4,20,1,21
3,6,175,7,25,0,6
3,6,202,9,22,1,8
2,6,188,9,20,4,25
3,6,169,7,24,5,12
3,6,242,14,17,6,20
4,6,172,9,19,5,32
3,6,181,8,22,2,26
3,6,143,9,15,9,21
2,6,73,5,14,2,6
0,6,25,2,12,0,15
3,6,182,12,15,3,34
1,6,50,2,25,1,4
3,6,168,5,33,1,26
2,6,118,4,29,5,17
2,6,188,6,31,4,12
3,6,147,10,14,6,12
4,6,210,10,21,6,6
2,6,106,5,21,2,27
3,6,139,7,19,4,16
2,6,121,5,24,2,16
2,6,67,3,22,0,3
3,6,150,9,16,2,24
3,6,148,7,21,1,22
4,6,360,11,32,5,13
3,6,160,9,17,1,25
2,6,85,5,17,1,31
2,6,84,4,21,3,5
3,6,167,6,27,11,0
2,6,185,6,30,6,16
3,6,166,11,15,3,21
0,6,33,1,33,1,17
1,6,167,6,27,3,34
2,6,84,5,16,1,18
3,6,205,5,41,10,15
3,6,213,8,26,2,11
3,6,228,11,20,3,6
1,6,99,5,19,1,17
3,6,125,5,25,2,22
3,6,124,9,13,2,16
4,6,223,13,17,2,2
3,6,198,9,22,4,1
2,6,71,4,17,1,2
2,6,80,5,16,3,16
3,6,125,6,20,8,13
3,6,180,8,22,4,7
2,6,123,8,15,0,29
3,6,197,10,19,4,22
3,6,152,9,16,6,11
0,6,3,1,3,0,17
3,6,147,8,18,1,4
1,6,65,1,65,2,0
2,6,120,8,15,4,24
3,6,173,8,21,4,32
2,6,86,5,17,0,22
4,6,211,9,23,1,8
3,6,189,12,15,15,10
2,6,191,6,31,5,25
2,6,179,8,22,3,6
3,6,190,8,23,4,33
2,6,156,9,17,0,2
3,6,119,5,23,7,21
1,6,88,5,17,6,10
2,6,76,5,15,1,15
2,6,192,9,21,0,30
3,6,148,9,16,4,13
3,6,241,10,24,23,33
2,6,108,4,27,5,3
1,6,37,3,12,0,1
3,6,247,13,19,12,19
2,6,120,8,15,2,10
3,6,173,11,15,3,32
3,6,213,6,35,4,5
2,6,130,6,21,2,12
4,6,339,14,24,3,34
4,6,249,13,19,5,5
2,6,150,9,16,1,7
4,6,232,9,25,2,6
2,6,77,3,25,2,4
3,6,168,4,42,1,13
2,6,90,6,15,2,23
4,6,137,7,19,2,13
4,6,307,10,30,162,17
3,6,184,8,23,0,29
3,6,140,6,23,4,7
2,6,90,4,22,10,27
2,6,207,10,20,11,32
3,6,151,9,16,0,31
3,6,189,6,31,3,29
4,6,222,10,22,4,19
4,6,207,6,34,5,15
3,6,165,5,33,1,16
3,6,172,9,19,4,11
2,6,102,5,20,1,11
3,6,257,7,36,8,0
4,6,192,7,27,6,26
2,6,147,6,24,10,33
2,6,174,10,17,5,21
4,6,258,14,18,3,2
4,6,234,10,23,0,27
4,6,203,8,25,9,13
3,6,145,8,18,3,27
2,6,124,11,11,2,28
4,6,150,5,30,4,10
3,6,111,6,18,4,20
3,6,161,8,20,0,7
3,6,151,7,21,1,0
1,6,67,2,33,1,14
3,6,193,12,16,10,14
3,6,176,6,29,6,28
3,6,212,7,30,4,30
3,6,176,8,22,3,14
1,6,94,6,15,1,14
3,6,151,4,37,2,32
4,6,176,7,25,8,34
2,6,68,4,17,0,7
1,6,51,4,12,0,29
3,6,153,5,30,6,30
2,6,100,8,12,10,1
2,6,80,5,16,3,23
2,6,210,8,26,3,19
4,6,186,7,26,3,33
2,6,130,6,21,3,1
2,6,47,3,15,0,9
3,6,104,7,14,3,17
2,6,70,2,35,0,5
2,6,86,3,28,6,29
3,6,232,4,58,3,24
3,6,170,12,14,14,19
3,6,236,12,19,3,7
3,6,194,9,21,2,27
4,6,150,10,15,5,29
4,6,219,12,18,5,16
2,6,66,3,22,0,2
1,6,110,4,27,5,4
3,6,96,6,16,4,3
2,6,124,9,13,1,16
2,6,151,5,30,5,31
4,6,250,12,20,1,15
3,6,139,7,19,1,7
2,6,103,7,14,1,7
4,6,205,11,18,9,32
2,6,122,6,20,0,24
3,6,184,6,30,2,16
3,6,170,6,28,4,21
3,6,297,16,18,7,23
3,6,137,5,27,7,20
3,6,147,10,14,1,29
2,6,170,8,21,7,7
3,6,218,9,24,6,23
3,6,92,5,18,1,13
2,6,111,7,15,2,18
1,6,62,4,15,1,25
3,6,159,6,26,4,18
4,6,200,13,15,11,21
3,6,168,11,15,4,15
0,6,117,2,58,2,12
3,6,161,7,23,6,7
1,6,70,4,17,3,21
3,6,170,7,24,6,25
2,6,182,7,26,2,26
3,6,174,10,17,5,13
3,6,170,6,28,2,27
3,6,103,5,20,3,25
1,6,168,8,21,6,23
2,6,93,4,23,3,28
3,6,134,10,13,0,34
4,6,189,8,23,3,16
3,6,173,8,21,1,10
2,6,138,6,23,5,15
2,6,128,9,14,6,11
3,6,154,6,25,6,31
4,6,264,5,52,11,14
3,6,147,8,18,5,13
4,6,141,3,47,3,3
3,6,190,10,19,8,26
3,6,170,3,56,0,0
3,6,140,10,14,3,21
3,6,157,8,19,0,30
4,6,224,8,28,7,19
3,6,321,12,26,4,13
2,6,151,8,18,6,10
2,6,50,3,16,2,13
4,6,202,10,20,2,3
3,6,162,8,20,6,10
4,6,213,9,23,5,9
1,6,133,3,44,1,18
4,6,454,18,25,6,22
2,6,85,6,14,0,4
4,6,212,7,30,8,2
3,6,175,9,19,5,13
3,6,164,10,16,9,17
3,6,219,5,43,10,29
3,6,111,8,13,3,25
2,6,106,6,17,1,4
2,6,87,2,43,1,12
2,6,85,4,21,1,10
3,6,151,9,16,8,17
4,6,200,10,20,6,12
3,6,136,9,15,3,13
2,6,71,3,23,1,29
0,6,33,1,33,0,23
1,6,157,5,31,10,30
3,6,241,7,34,0,1
0,6,43,2,21,2,9
0,6,8,1,8,1,22
3,6,199,9,22,8,13
3,6,202,8,25,0,0
3,6,200,11,18,6,13
3,6,145,8,18,5,21
3,6,178,8,22,6,9
4,6,169,7,24,2,2
1,6,40,2,20,3,11
4,6,204,8,25,0,29
4,6,193,11,17,3,5
2,6,140,4,35,2,30
4,6,213,13,16,10,7
3,6,193,9,21,12,1
0,6,93,7,13,0,3
2,6,171,7,24,3,12
4,6,182,8,22,12,23
2,6,134,3,44,2,23
3,6,151,7,21,0,20
1,6,112,7,16,1,0
3,6,116,8,14,0,28
3,6,132,6,22,1,16
3,6,159,9,17,9,18
1,6,66,5,13,2,15
3,6,188,9,20,1,8
3,6,145,7,20,4,1
3,6,168,9,18,2,13
3,6,165,8,20,2,17
2,6,114,7,16,3,30
1,6,148,4,37,7,33
2,6,172,7,24,4,18
4,6,224,12,18,2,28
2,6,183,8,22,7,17
1,6,76,5,15,0,3
3,6,153,6,25,3,15
4,6,208,6,34,6,12
0,6,25,1,25,1,31
3,6,208,12,17,1,4
4,6,170,12,14,7,26
1,6,66,2,33,1,11
4,6,200,11,18,8,10
3,6,166,9,18,2,28
4,6,208,9,23,7,1
3,6,245,6,40,5,30
4,6,190,7,27,3,13
3,6,158,8,19,1,31
4,6,291,13,22,3,2
2,6,173,7,24,2,18
4,6,190,12,15,3,1
3,6,139,9,15,17,21
2,6,177,8,22,6,25
2,6,103,6,17,1,12
1,6,18,1,18,0,25
3,6,154,9,17,5,17
3,6,134,10,13,1,25
3,6,189,12,15,4,14
4,6,226,8,28,5,19
4,6,222,12,18,2,26
2,6,117,7,16,0,7
3,6,178,6,29,2,23
2,6,88,4,22,3,12
4,6,219,18,12,2,17
3,6,203,4,50,4,0
3,6,172,8,21,4,0
3,6,157,6,26,6,22
3,6,125,8,15,2,11
4,6,201,6,33,8,26
4,6,250,8,31,5,13
4,6,237,10,23,4,18
1,6,75,4,18,1,2
4,6,161,6,26,6,21
2,6,108,6,18,4,31
3,6,177,7,25,5,12
2,6,75,5,15,5,26
0,6,48,3,16,1,34
4,6,278,13,21,7,2
3,6,114,8,14,4,24
4,6,189,8,23,3,3
4,6,238,9,26,6,1
3,6,140,5,28,6,15
1,6,82,5,16,5,10
2,6,98,4,24,2,11
4,6,208,9,23,6,25
2,6,103,5,20,0,2
4,6,177,6,29,3,32
4,6,200,9,22,7,13
1,6,92,6,15,4,34
3,6,173,9,19,2,34
3,6,167,6,27,6,30
1,6,24,2,12,0,27
3,6,118,10,11,0,2
3,6,156,9,17,0,16
3,6,178,11,16,8,6
3,6,221,6,36,4,10
1,6,160,5,32,5,9
2,6,219,8,27,4,28
4,6,183,9,20,8,33
3,6,149,8,18,4,2
1,6,41,3,13,0,24
2,6,151,7,21,10,27
4,6,227,12,18,8,29
3,6,195,9,21,1,3
3,6,128,6,21,2,10
4,6,171,6,28,5,30
3,6,235,11,21,2,11
2,6,139,7,19,0,3
2,6,160,8,20,4,28
3,6,184,8,23,1,7
3,6,130,8,16,3,2
0,6,154,9,17,10,25
2,6,67,3,22,1,22
3,6,105,5,21,3,19
2,6,68,2,34,1,21
2,6,158,6,26,6,8
15,7,91,3,30,10,20
13,7,95,3,31,7,22
15,7,159,1,159,12,3
17,7,217,14,15,2,27
13,7,151,12,12,1,33
23,7,337,34,9,4,27
16,7,172,11,15,4,10
18,7,126,7,18,7,21
12,7,365,6,60,26,5
10,7,88,9,9,1,4
16,7,176,8,22,4,28
19,7,116,9,12,4,5
17,7,188,11,17,12,25
14,7,165,10,16,4,6
12,7,166,4,41,8,26
16,7,170,15,11,7,0
17,7,227,17,13,9,30
16,7,93,7,13,12,26
21,7,184,12,15,3,28
14,7,139,12,11,3,2
18,7,154,8,19,1,21
24,7,196,15,13,1,19
17,7,186,12,15,6,5
16,7,188,7,26,5,34
16,7,141,5,28,2,20
9,7,103,9,11,8,10
6,7,52,3,17,3,5
10,7,105,4,26,7,30
17,7,270,14,19,7,0
16,7,174,11,15,4,16
15,7,331,17,19,3,27
11,7,112,9,12,1,33
19,7,128,2,64,8,12
24,7,386,32,12,14,30
18,7,160,13,12,5,19
16,7,201,16,12,1,13
20,7,170,8,21,6,13
12,7,177,6,29,1,20
19,7,222,11,20,5,25
10,7,122,11,11,4,25
7,7,46,5,9,6,26
16,7,110,7,15,1,8
12,7,185,8,23,3,8
12,7,75,3,25,8,3
20,7,222,15,14,12,5
24,7,223,20,11,5,8
9,7,132,4,33,2,7
9,7,66,6,11,0,2
20,7,251,17,14,9,1
16,7,201,14,14,5,0
8,7,130,8,16,10,33
15,7,125,7,17,2,6
20,7,64,6,10,0,31
17,7,166,9,18,1,4
18,7,91,6,15,4,29
13,7,44,4,11,1,23
12,7,310,13,23,13,34
20,7,177,8,22,11,32
16,7,194,13,14,3,9
24,7,592,52,11,15,16
16,7,158,6,26,6,12
10,7,91,12,7,5,25
17,7,243,15,16,3,5
12,7,83,5,16,4,3
17,7,121,11,11,11,23
8,7,77,1,77,2,30
22,7,162,12,13,0,30
24,7,191,9,21,2,34
21,7,200,10,20,2,7
19,7,229,18,12,7,21
19,7,181,19,9,8,25
12,7,171,18,9,10,11
16,7,114,7,16,6,9
12,7,112,2,56,1,16
15,7,118,6,19,1,32
9,7,89,4,22,6,18
8,7,105,3,35,1,33
14,7,138,6,23,6,20
23,7,257,17,15,2,28
14,7,63,3,21,3,32
10,7,217,6,36,29,25
17,7,128,11,11,2,34
21,7,204,17,12,7,12
24,7,308,23,13,30,7
21,7,292,13,22,3,18
6,7,121,8,15,21,12
12,7,172,4,43,0,17
21,7,224,13,17,0,34
24,7,184,14,13,8,6
24,7,318,16,19,15,15
15,7,97,10,9,3,6
14,7,130,5,26,11,10
9,7,48,4,12,1,20
9,7,65,5,13,2,8
9,7,312,17,18,4,26
22,7,248,23,10,3,0
8,7,81,7,11,8,5
15,7,138,5,27,3,2
20,7,118,5,23,4,12
10,7,167,4,41,4,19
18,7,150,11,13,5,15
18,7,129,5,25,2,26
14,7,76,5,15,1,8
23,7,327,31,10,6,10
6,7,97,6,16,12,4
11,7,64,5,12,0,18
9,7,67,2,33,4,20
21,7,206,11,18,3,11
16,7,152,9,16,5,15
11,7,160,13,12,1,17
20,7,146,6,24,4,19
8,7,82,1,82,4,20
7,7,84,4,21,0,33
17,7,168,10,16,12,1
14,7,150,9,16,3,13
22,7,465,13,35,15,6
21,7,155,19,8,4,14
12,7,168,11,15,2,18
18,7,189,13,14,2,26
12,7,303,18,16,15,17
19,7,139,9,15,5,22
16,7,121,7,17,4,6
11,7,56,4,14,1,17
18,7,250,7,35,11,26
15,7,142,2,71,1,6
17,7,204,19,10,3,20
16,7,219,15,14,4,16
9,7,115,8,14,4,11
16,7,74,3,24,3,31
9,7,77,8,9,5,18
17,7,136,2,68,3,33
24,7,198,12,16,6,21
11,7,146,12,12,2,2
9,7,92,8,11,2,25
18,7,147,11,13,4,19
18,7,152,14,10,5,8
14,7,111,7,15,6,25
17,7,261,22,11,3,31
18,7,213,10,21,2,11
15,7,110,7,15,5,29
13,7,76,6,12,1,30
11,7,207,2,103,36,21
24,7,330,25,13,11,18
7,7,29,2,14,1,3
17,7,155,6,25,4,32
11,7,91,1,91,11,29
16,7,198,8,24,5,0
17,7,163,12,13,0,7
22,7,295,23,12,3,22
12,7,67,5,13,5,27
12,7,210,6,35,5,11
16,7,180,19,9,8,1
20,7,240,13,18,14,30
16,7,208,15,13,3,12
15,7,134,7,19,0,13
8,7,87,2,43,3,13
17,7,206,12,17,24,13
13,7,161,6,26,9,20
20,7,145,12,12,3,25
14,7,263,2,131,7,31
24,7,272,40,6,3,20
17,7,211,19,11,2,11
12,7,70,7,10,2,19
20,7,280,17,16,7,10
13,7,107,11,9,2,11
16,7,104,4,26,2,1
18,7,296,19,15,0,8
12,7,173,10,17,22,27
21,7,217,9,24,7,9
19,7,129,9,14,0,16
23,7,197,8,24,2,27
17,7,192,9,21,0,1
21,7,272,15,18,1,16
9,7,73,5,14,3,7
15,7,100,5,20,2,1
12,7,85,7,12,1,6
24,7,426,28,15,12,16
16,7,77,4,19,2,24
8,7,51,3,17,7,7
13,7,91,4,22,4,16
21,7,176,14,12,1,3
16,7,130,3,43,0,33
9,7,60,2,30,1,27
17,7,87,6,14,1,0
16,7,126,5,25,3,28
7,7,71,5,14,4,8
16,7,147,14,10,5,17
19,7,299,17,17,9,15
8,7,97,4,24,7,30
22,7,222,13,17,7,27
18,7,108,7,15,1,4
18,7,241,5,48,9,33
8,7,69,1,69,6,27
18,7,183,12,15,6,4
17,7,220,3,73,27,8
24,7,216,20,10,4,3
12,7,156,6,26,10,9
16,7,162,14,11,0,5
22,7,320,23,13,18,31
14,7,128,5,25,7,8
18,7,158,11,14,0,21
8,7,94,1,94,7,6
15,7,254,12,21,42,30
17,7,139,11,12,3,28
17,7,148,10,14,0,17
14,7,190,16,11,2,21
23,7,206,17,12,5,6
17,7,119,9,13,7,3
24,7,306,28,10,8,29
20,7,113,7,16,2,17
16,7,215,14,15,6,25
15,7,154,10,15,1,17
18,7,161,12,13,4,26
17,7,273,5,54,33,2
16,7,158,11,14,4,1
13,7,223,6,37,1,23
18,7,251,18,13,5,21
19,7,158,17,9,14,13
22,7,366,15,24,13,21
8,7,175,7,25,3,28
23,7,173,9,19,3,28
14,7,139,2,69,1,25
14,7,112,8,14,7,32
15,7,149,6,24,7,11
15,7,105,9,11,4,8
19,7,165,14,11,2,31
6,7,26,1,26,0,10
21,7,209,17,12,15,19
16,7,332,4,83,4,6
7,7,47,1,47,5,21
16,7,88,4,22,3,29
14,7,105,8,13,4,32
17,7,150,14,10,5,33
15,7,195,15,13,0,18
16,7,150,8,18,1,13
17,7,123,12,10,1,17
22,7,236,15,15,8,20
17,7,198,18,11,8,20
18,7,292,20,14,5,22
13,7,53,4,13,2,30
11,7,184,11,16,26,29
17,7,160,7,22,7,14
16,7,267,6,44,23,34
13,7,171,10,17,15,11
11,7,106,1,106,13,1
8,7,39,1,39,0,17
20,7,386,20,19,9,14
17,7,92,8,11,2,24
18,7,164,8,20,14,0
15,7,165,10,16,5,32
20,7,184,11,16,2,32
19,7,146,9,16,2,29
10,7,240,7,34,3,18
16,7,298,6,49,11,15
18,7,148,9,16,4,1
14,7,157,14,11,11,23
12,7,103,5,20,13,31
15,7,164,12,13,4,13
6,7,44,2,22,2,27
18,7,276,12,23,1,30
17,7,133,6,22,0,24
13,7,122,9,13,11,29
17,7,124,7,17,0,16
15,7,90,5,18,3,18
18,7,211,17,12,3,2
13,7,31,6,5,4,33
12,7,160,12,13,1,30
12,7,130,6,21,0,13
14,7,58,2,29,0,15
15,7,95,6,15,12,25
12,7,373,39,9,9,4
18,7,134,8,16,4,31
15,7,331,18,18,15,21
21,7,317,19,16,8,28
13,7,166,12,13,1,26
16,7,130,7,18,9,32
21,7,278,18,15,1,18
16,7,121,5,24,2,1
18,7,197,15,13,7,18
10,7,31,1,31,2,8
14,7,124,7,17,1,29
16,7,149,12,12,1,7
6,7,27,1,27,2,3
24,7,302,17,17,2,29
13,7,61,6,10,4,20
18,7,109,5,21,7,10
18,7,140,7,20,7,31
23,7,200,15,13,2,11
4,7,105,1,105,15,2
19,7,276,25,11,4,31
16,7,131,8,16,3,3
19,7,194,10,19,2,15
17,7,272,12,22,2,34
17,7,182,16,11,5,1
7,7,43,2,21,1,16
17,7,133,13,10,1,26
13,7,375,28,13,36,30
14,7,266,15,17,54,2
17,7,127,9,14,8,31
23,7,290,37,7,10,34
14,7,122,12,10,1,32
23,7,293,30,9,10,17
22,7,429,25,17,23,24
13,7,74,7,10,4,24
22,7,366,18,20,14,31
5,7,39,4,9,11,28
17,7,117,12,9,1,24
17,7,161,10,16,3,8
17,7,206,11,18,11,31
16,7,170,9,18,1,20
6,7,43,6,7,1,11
13,7,117,5,23,3,27
14,7,215,17,12,6,6
21,7,304,23,13,4,9
22,7,239,19,12,2,27
14,7,120,6,20,3,11
16,7,102,6,17,4,1
20,7,162,18,9,6,16
15,7,126,8,15,0,24
13,7,184,13,14,6,16
9,7,318,8,39,7,30
8,7,123,1,123,5,2
16,7,124,8,15,3,10
20,7,248,14,17,4,34
19,7,287,10,28,5,19
21,7,179,27,6,3,8
21,7,201,17,11,4,7
7,7,27,2,13,1,25
20,7,256,15,17,0,9
16,7,129,4,32,2,25
12,7,250,13,19,26,3
17,7,123,15,8,2,1
16,7,174,4,43,4,16
18,7,155,11,14,6,21
17,7,229,11,20,9,16
14,7,113,10,11,2,27
22,7,220,21,10,3,2
8,7,117,7,16,3,24
17,7,130,13,10,2,17
16,7,148,8,18,2,31
7,7,168,6,28,10,31
21,7,205,25,8,4,30
8,7,33,5,6,0,5
24,7,238,22,10,2,20
20,7,140,11,12,1,12
19,7,154,7,22,10,16
21,7,238,16,14,3,2
18,7,216,14,15,6,13
12,7,133,8,16,2,23
24,7,301,22,13,9,30
17,7,240,16,15,8,31
23,7,178,14,12,1,33
20,7,201,11,18,6,10
10,7,111,9,12,14,2
21,7,173,14,12,0,18
18,7,361,20,18,13,31
20,7,147,12,12,11,11
18,7,133,12,11,4,19
16,7,101,12,8,1,27
7,7,53,5,10,3,19
16,7,155,5,31,16,31
20,7,203,11,18,1,26
16,7,111,10,11,0,8
24,7,473,26,18,6,31
14,7,192,7,27,3,20
9,7,86,12,7,2,30
17,7,154,8,19,5,31
10,7,203,7,29,18,7
11,7,110,10,11,2,30
13,7,153,4,38,10,1
23,7,296,21,14,3,32
11,7,102,10,10,6,23
14,7,225,15,15,9,4
12,7,75,6,12,1,33
17,7,118,12,9,4,29
20,7,190,16,11,4,15
22,7,254,18,14,11,24
20,7,242,15,16,0,11
9,7,91,6,15,3,17
9,7,87,1,87,2,11
13,7,154,9,17,5,3
20,7,325,9,36,33,5
14,7,159,10,15,5,0
11,7,90,4,22,5,31
16,7,175,6,29,10,13
15,7,103,7,14,6,2
21,7,332,24,13,7,25
11,7,59,4,14,2,24
8,7,44,3,14,5,27
14,7,84,10,8,1,21
20,7,239,17,14,5,14
11,7,175,12,14,9,6
18,7,171,13,13,0,25
20,7,340,16,21,4,10
18,7,144,10,14,3,11
18,7,190,11,17,2,15
13,7,44,5,8,0,26
23,7,282,16,17,0,29
16,7,95,9,10,4,31
24,7,233,8,29,8,13
20,7,179,9,19,0,0
20,7,221,20,11,2,31
11,7,150,10,15,2,28
16,7,93,7,13,2,3
20,7,151,12,12,1,22
18,7,182,5,36,18,30
10,7,164,7,23,1,29
17,7,200,14,14,15,29
10,7,88,7,12,4,20
22,7,192,10,19,1,11
16,7,101,1,101,13,27
11,7,94,9,10,0,12
16,7,334,14,23,11,27
16,7,115,9,12,0,11
8,7,41,1,41,1,28
21,7,398,8,49,18,34
16,7,99,7,14,9,10
13,7,146,20,7,16,11
14,7,97,9,10,0,25
16,7,402,8,50,19,22
18,7,170,11,15,4,0
13,7,152,8,19,0,3
18,7,151,9,16,11,26
10,7,157,9,17,2,3
19,7,189,7,27,80,2
12,7,310,24,12,6,21
17,7,133,13,10,6,23
7,7,149,7,21,5,2
24,7,335,35,9,9,29
21,7,249,18,13,4,16
24,7,266,27,9,14,16
16,7,138,6,23,2,5
14,7,92,7,13,3,4
24,7,457,36,12,44,26
12,7,103,6,17,2,27
14,7,75,6,12,1,22
17,7,169,14,12,1,4
24,7,229,19,12,4,29
13,7,73,3,24,6,11
11,7,279,16,17,1,26
17,7,215,16,13,3,22
14,7,222,13,17,2,23
6,7,57,4,14,0,18
10,7,63,3,21,1,27
22,7,256,13,19,3,2
16,7,139,6,23,14,12
16,7,260,22,11,11,31
16,7,239,15,15,17,29
19,7,131,8,16,1,28
21,7,188,13,14,6,18
20,7,200,17,11,9,1
24,7,291,12,24,4,20
16,7,257,15,17,7,22
22,7,120,3,40,6,28
16,7,156,8,19,11,0
13,7,150,9,16,4,21
16,7,253,15,16,3,34
19,7,176,8,22,5,1
17,7,228,12,19,46,6
14,7,48,6,8,1,0
5,7,11,2,5,0,28
19,7,169,8,21,2,4
12,7,85,6,14,4,7
17,7,84,7,12,1,7
17,7,232,24,9,15,0
11,7,41,2,20,1,15
7,7,93,5,18,3,0
17,7,163,11,14,7,32
16,7,146,12,12,8,27
15,7,97,7,13,5,22
9,7,65,6,10,3,12
24,7,298,26,11,11,28
24,7,249,16,15,9,10
14,7,99,3,33,4,18
12,7,59,4,14,3,11
16,7,93,6,15,0,27
18,7,97,4,24,2,17
15,7,183,11,16,2,17
20,7,240,22,10,3,8
8,7,44,2,22,5,17
18,7,226,18,12,10,2
14,7,79,6,13,0,4
8,7,49,2,24,0,15
8,7,63,3,21,2,31
13,7,158,7,22,6,4
24,7,298,15,19,6,27
18,7,237,9,26,2,8
11,7,112,4,28,0,1
18,7,219,12,18,3,6
20,7,79,6,13,2,9
11,7,84,2,42,0,11
13,7,76,6,12,7,2
23,7,267,13,20,16,16
17,7,194,15,12,0,11
22,7,267,17,15,7,0
17,7,245,28,8,1,9
16,7,174,7,24,13,33
19,7,204,8,25,1,33
15,7,242,18,13,10,9
20,7,138,7,19,1,26
16,7,81,6,13,3,17
24,7,257,20,12,9,28
17,7,181,14,12,2,27
19,7,176,14,12,7,30
22,7,273,18,15,2,12
18,7,205,8,25,1,0
8,7,180,9,20,3,17
12,7,119,15,7,2,32
16,7,95,6,15,1,6
14,7,123,4,30,1,26
18,7,243,10,24,14,12
21,7,229,37,6,20,5
24,7,299,17,17,2,22
14,7,72,5,14,0,0
10,7,100,6,16,0,28
14,7,137,11,12,2,24
18,7,191,12,15,12,1
8,7,42,5,8,0,31
14,7,163,3,54,14,13
19,7,127,7,18,0,26
10,7,144,11,13,4,26
18,7,102,5,20,3,17
23,7,313,28,11,6,29
14,7,153,6,25,5,33
23,7,238,12,19,4,13
18,7,168,12,14,6,22
17,7,92,9,10,0,31
10,7,42,2,21,1,1
16,7,124,5,24,5,8
14,7,224,17,13,8,16
15,7,167,11,15,3,28
19,7,181,13,13,7,26
15,7,124,6,20,1,23
19,7,194,13,14,6,21
17,7,196,9,21,1,12
18,7,195,14,13,4,27
